id,opp,oppBebouwd,hoogte,oppVerhouding,volVerhouding,volNieuw,volNieuwGem
203,24.76,0.0,0.0,0.0,0.0,0.0,
204,806.87,179.3,5.2066703,0.22221673,1.1570091,0.0,
205,172.56,88.44,13.77,0.5125174,7.057365,0.0,
206,22.04,0.0,0.0,0.0,0.0,0.0,
207,284.93,73.02,5.72,0.25627348,1.4658842,0.0,
208,90.95,97.05,9.04,1.0670699,9.646312,0.0,
209,2383.62,0.0,0.0,0.0,0.0,0.0,
210,1183.27,34.69,0.0,0.02931706,0.0,0.0,
211,229.41,101.18,10.08,0.44104442,4.445728,0.0,
212,436.43,593.37,10.94947,1.3595995,14.886893,0.0,
213,509.29,108.5,6.7857804,0.21304168,1.4456542,0.0,
214,243.23,77.27,8.14,0.31768283,2.5859385,0.0,
215,649.95,127.15,5.7018876,0.19563043,1.1154627,0.0,
216,2159.96,0.0,0.0,0.0,0.0,0.0,
217,496.24,77.37,10.5,0.15591247,1.6370809,0.0,
218,5653.55,2687.14,5.5516973,0.47530136,2.6387293,0.0,
219,14.81,0.0,0.0,0.0,0.0,0.0,
220,160.11,58.66,9.503546,0.36637312,3.4818435,0.0,
221,59.38,58.02,3.02,0.9770967,2.950832,0.0,
222,247.7,247.7,5.51,1.0,5.51,0.0,
223,785.77,218.34,4.35,0.27786756,1.2087239,0.0,
224,1237.15,179.83,3.04,0.14535828,0.4418892,0.0,
225,994.82,175.85,7.54,0.17676565,1.332813,0.0,
226,212.14,0.0,0.0,0.0,0.0,0.0,
227,1210.63,0.0,0.0,0.0,0.0,0.0,
228,210.57,114.11,6.2954307,0.54191005,3.411557,0.0,
229,6798.93,0.0,0.0,0.0,0.0,0.0,
230,148.92,74.58,9.98,0.5008058,4.998042,0.0,
231,746.25,14.76,0.0,0.019778894,0.0,0.0,
232,120.34,69.68,8.27,0.5790261,4.7885466,0.0,
233,515.24,8.83,0.0,0.017137645,0.0,0.0,
234,8201.53,2414.18,8.134888,0.29435724,2.3945632,0.0,
235,324.04,0.0,0.0,0.0,0.0,0.0,
236,670.25,351.55,6.844225,0.52450573,3.5898354,0.0,
237,11495.23,0.0,0.0,0.0,0.0,0.0,
238,230.39,96.17,6.9171677,0.41742262,2.8873823,0.0,
