id,opp,oppBebouwd,hoogte,oppVerhouding,volVerhouding,zone,zoneId,type,typeId,mobi,volume,volNieuw,volNieuwGem
2327,180.6,82.52,7.541894,0.45692134,3.4460523,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7935.0,622.35706,622.35706,722.52625
2328,161.79,100.15,4.8420467,0.61901236,2.9972868,MOLENSTRAAT,27,woongebied,1,7810.0,484.931,769.9408,596.58923
2329,1475.63,236.36,9.48,0.16017565,1.518465,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7829.0,2240.6926,2240.6926,2301.1707
2330,493.23,253.53,11.75,0.5140198,6.039733,MOEIE,16,bedrijventerrein,4,7600.0,2978.9775,2978.9775,2983.955
2331,181.53,0.0,0.0,0.0,0.0,DE WAAI,13,landbouwgebied,5,5528.0,0.0,0.0,35.646202
2332,172.71,74.26,7.58,0.4299693,3.2591672,MOLENSTRAAT,27,woongebied,1,7743.0,562.8908,473.87805,616.3451
2333,109.99,69.22,3.88,0.62933,2.4418004,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7923.0,268.5736,268.5736,400.31662
2334,784.33,118.99,7.6548963,0.1517091,1.1613173,VELDEKEN,6,buitengebied,6,7823.0,910.8561,1187.897,995.6226
2335,9512.13,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4984.0,0.0,0.0,0.76175183
2336,2596.05,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6467.0,0.0,0.0,1.1597099
2337,90.91,106.29,10.69,1.1691782,12.498516,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7952.0,1136.2401,1136.2401,1150.121
2338,342.4,44.69,2.98,0.13051985,0.38894916,GALGENAKKER,22,woonuitbreidingsgebied,3,7368.0,133.1762,133.1762,191.03294
2339,375.51,162.41,10.64,0.43250513,4.601855,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8001.0,1728.0425,2053.0276,1793.4792
2340,2144.49,263.65,8.19,0.122942984,1.006903,GALGENAKKER,22,woongebied,1,6908.0,2159.2935,2024.3413,2420.5488
2341,189.34,61.13,8.61,0.32285836,2.7798104,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8001.0,526.3293,526.3293,541.339
2342,1523.16,234.73,6.3734374,0.15410724,0.98219293,VROMBOUTSTRAAT,8,buitengebied,6,6178.0,1496.037,1496.037,1565.9625
2343,67.1,67.1,6.85,1.0,6.85,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7924.0,459.63498,669.72766,559.5676
2344,240.51,86.84,0.0,0.36106607,0.0,GALGENAKKER,22,woonuitbreidingsgebied,3,7048.0,0.0,55.095776,55.09561
2345,4480.98,0.0,0.0,0.0,0.0,DE WAAI,13,landbouwgebied,5,5458.0,0.0,0.0,1.0588657
2346,130.23,101.97,11.39,0.78299934,8.918363,EEKLO CENTRUM,17,woongebied,1,7900.0,1161.4384,1011.4172,1187.9241
2347,9790.75,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4969.0,0.0,0.0,0.28565702
2348,146.62,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8008.0,0.0,0.0,79.750854
2349,9.72,0.0,0.0,0.0,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7481.0,0.0,0.0,40.914658
2350,324.29,120.17,10.48,0.37056336,3.8835037,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7860.0,1259.3815,1151.4501,1317.3809
2351,31.03,12.95,0.0,0.41733804,0.0,NIJVERHEIDSKAAI,18,bedrijventerrein,4,7073.0,0.0,96.63218,83.45606
2352,301.74,168.23,11.3,0.55753297,6.3001227,MOLENSTRAAT,27,woongebied,1,7746.0,1900.999,2243.1694,1971.3503
2353,132.4,85.92,8.774465,0.6489426,5.6941237,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7931.0,753.902,753.902,769.3312
2354,202.65,140.68,6.5271916,0.6942018,4.5311885,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8045.0,918.2453,918.2453,1037.2334
2355,1389.0,267.9,5.656419,0.19287257,1.090968,DE WAAI,13,landbouwgebied,5,5421.0,1515.3546,1347.2482,1765.1252
2356,1103.96,424.16,10.833865,0.38421685,4.162554,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,8029.0,4595.2925,4595.2925,4636.165
2357,84.41,46.22,10.82,0.54756546,5.924658,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonuitbreidingsgebied,3,7857.0,500.1004,500.1004,506.51166
2358,26689.42,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,5660.0,0.0,0.0,0.6347933
2359,3177.06,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4901.0,0.0,0.0,0.65548825
2360,666.37,172.79,6.053879,0.25930038,1.5697731,GALGENAKKER,22,woongebied,1,6777.0,1046.0497,1046.0497,1177.7001
2361,235.87,98.06,9.13,0.41573748,3.7956831,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7752.0,895.2878,895.2878,935.3409
2362,1702.8,244.4,10.65,0.1435283,1.5285764,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonuitbreidingsgebied,3,7773.0,2602.8599,1906.5258,2259.5762
2363,19419.87,0.0,0.0,0.0,0.0,DE WAAI,13,landbouwgebied,5,5206.0,0.0,0.0,0.5395743
2364,316.97,134.95,10.8,0.42575005,4.5981007,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7923.0,1457.46,1457.46,1523.1821
2365,264.1,166.8,6.5910254,0.6315789,4.1627526,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8008.0,1099.383,1099.383,1215.459
2366,64.72,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7871.0,0.0,0.0,58.322792
2367,6732.49,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6885.0,0.0,0.0,0.47609502
2368,22742.27,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6933.0,0.0,0.0,0.34913638
2369,388.92,158.18,2.7944596,0.406716,1.1365514,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7508.0,442.0276,784.1981,683.7811
2370,110.97,134.23,8.71,1.2096062,10.53567,BALGERHOEK,20,woongebied,1,6321.0,1169.1433,1019.12213,1150.8212
2371,5376.47,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6196.0,0.0,0.0,0.44435537
2372,2094.5,256.16,4.851842,0.122301266,0.5933864,GALGENAKKER,22,woonuitbreidingsgebied,3,7047.0,1242.8479,1242.8479,1424.7982
2373,731.92,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7937.0,0.0,0.0,91.28873
2374,4131.95,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6738.0,0.0,0.0,0.55464387
2375,179.68,119.81,10.38,0.66679657,6.921348,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,8029.0,1243.6278,1243.6278,1270.3066
2376,631.1,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7939.0,0.0,0.0,175.12622
2377,101.69,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7934.0,0.0,0.0,51.4808
2378,12192.19,0.0,0.0,0.0,0.0,BOTERHOEK,14,landbouwgebied,5,5373.0,0.0,0.0,0.38087606
2379,1139.85,218.48,5.1685977,0.19167434,0.9906876,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7476.0,1129.2352,985.6152,1262.3563
2380,12.44,0.0,0.0,0.0,0.0,POKMOERE,4,landbouwgebied,5,7344.0,0.0,0.0,0.0
2381,13122.42,0.0,0.0,0.0,0.0,KRUISKENS,11,landbouwgebied,5,6598.0,0.0,0.0,0.44435537
2382,356.45,164.69,2.8590686,0.46202832,1.3209707,SINT-JANS VELD,12,buitengebied,6,6192.0,470.86002,788.0897,694.26843
2383,19.19,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8033.0,0.0,465.46637,48.64144
2384,10664.17,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6404.0,0.0,0.0,0.5078347
2385,675.04,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7783.0,0.0,0.0,53.247074
2386,970.1,220.85,0.0,0.22765696,0.0,HOGE BOSSTRAAT,3,buitengebied,6,7159.0,0.0,0.0,233.97307
2387,5006.97,0.0,0.0,0.0,0.0,OOSTVELD,7,landbouwgebied,5,6316.0,0.0,0.0,0.3173967
2388,681.9,170.23,6.2762485,0.24964069,1.566807,MOLENSTRAAT,27,woongebied,1,7742.0,1068.4058,1068.4058,1180.6648
2389,198.44,62.85,8.14,0.3167204,2.5781043,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8021.0,511.599,422.58624,533.8915
2390,387.98,44.07,22.82,0.113588326,2.5920856,EEKLO CENTRUM,17,woongebied,1,7998.0,1005.67737,918.3053,1051.595
2391,6688.58,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6068.0,0.0,0.0,0.44435537
2392,126.99,116.1,10.16,0.91424525,9.288731,MOLENSTRAAT,27,woongebied,1,7780.0,1179.5759,1179.5759,1238.2303
2393,120.42,120.92,8.15,1.0041522,8.18384,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8033.0,985.4979,985.4979,1011.0753
2394,1156.77,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6079.0,0.0,0.0,0.0
2395,5326.44,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,7589.0,0.0,0.0,1.0474087
2396,552.62,0.0,0.0,0.0,0.0,EEKLO CENTRUM,17,woonvernieuwingsgebied,2,8041.0,0.0,1282.0547,189.61282
2397,481.38,0.0,0.0,0.0,0.0,WARME LANDEN,26,woonuitbreidingsgebied,3,7417.0,0.0,0.0,0.0
2398,7706.15,0.0,0.0,0.0,0.0,POKMOERE,4,bedrijventerrein,4,7493.0,0.0,0.0,128.7751
2399,7239.65,1885.8,6.98,0.26048222,1.8181659,GALGENAKKER,22,bedrijventerrein,4,6581.0,13162.885,8776.088,19011.8
2400,120.71,120.71,11.7,1.0,11.7,MOLENSTRAAT,27,woongebied,1,7984.0,1412.307,1697.3168,1442.0115
2401,123.82,110.65,8.414257,0.8936359,7.5192823,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8022.0,931.03754,735.35504,940.0313
2402,249.88,78.89,10.03,0.31571153,3.1665866,ST JANSDREEF,23,woongebied,1,7429.0,791.26666,791.26666,844.3776
2403,399.23,72.12,5.23,0.18064775,0.94478774,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8042.0,377.18762,377.18762,452.55286
2404,714.78,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6373.0,0.0,0.0,0.0
2405,179.67,41.26,9.3,0.22964323,2.135682,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7897.0,383.718,593.81067,425.41516
2406,5079.28,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6500.0,0.0,0.0,0.571314
2407,180.99,66.29,0.0,0.36626333,0.0,GALGENAKKER,22,woongebied,1,7138.0,0.0,190.9192,165.72638
2408,256.5,94.84,1.75,0.36974657,0.6470565,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7610.0,165.97,410.792,338.7311
2409,220.36,226.56,4.59,1.0281358,4.7191434,MOLENSTRAAT,27,woongebied,1,7998.0,1039.9104,1324.9202,1236.7018
2410,550.23,97.81,9.29,0.17776203,1.6514091,ZANDVLEUGE,21,woongebied,1,7750.0,908.65485,1050.1512,928.1007
2411,358.18,496.61,6.41,1.3864816,8.887347,ZUIDMOERSTRAAT GENTSESTEENWEG,19,bedrijventerrein,4,7501.0,3183.27,1449.1633,5327.4116
2412,352.78,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,8033.0,0.0,0.0,167.99017
2413,494.23,231.94,5.1248446,0.46929568,2.4050674,HOGE BOSSTRAAT,3,buitengebied,6,7514.0,1188.6565,1022.3497,1327.927
2414,707.23,342.84,3.49,0.48476452,1.6918281,NIJVERHEIDSKAAI,18,bedrijventerrein,4,7430.0,1196.5116,1682.3658,1468.3113
2415,6.58,0.0,0.0,0.0,0.0,GALGENAKKER,22,woongebied,1,6952.0,0.0,0.0,23.692318
2416,237.64,0.0,0.0,0.0,0.0,BALGERHOEK,20,woongebied,1,6427.0,0.0,465.46637,42.72999
2417,322.68,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4931.0,0.0,0.0,4.4476614
2418,3290.17,0.0,0.0,0.0,0.0,HOGE BOSSTRAAT,3,landbouwgebied,5,7734.0,0.0,0.0,27.227863
2419,310.01,93.31,0.0,0.30099028,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7853.0,0.0,244.82199,244.83157
2420,145.44,95.61,11.48,0.65738446,7.546774,EEKLO CENTRUM,17,woonvernieuwingsgebied,2,8052.0,1097.6028,968.64886,1113.5164
2421,110.41,197.21,8.09,1.7861607,14.45004,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7829.0,1595.429,1445.4078,1653.3615
2422,222.45,111.69,10.0,0.5020904,5.0209036,BALGERHOEK,20,bedrijventerrein,4,6532.0,1116.9,1308.5762,1078.6216
2423,99.84,84.61,8.726922,0.847456,7.3956823,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8021.0,738.3849,738.3849,758.93097
2424,5356.14,0.0,0.0,0.0,0.0,VROMBAUT,9,landbouwgebied,5,7330.0,0.0,0.0,0.7300122
2425,489.03,320.12,8.294435,0.65460193,5.429553,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7964.0,2655.2144,2655.2144,2704.0632
2426,113.52,162.33,3.63,1.4299684,5.1907854,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,8029.0,589.25793,874.2677,786.01904
2427,246.29,246.29,8.41,1.0,8.41,VROMBOUTSTRAAT,8,landbouwgebied,5,6178.0,2071.2988,1689.6044,1689.7664
2428,44.64,0.0,0.0,0.0,0.0,BOTERHOEK,14,buitengebied,6,5371.0,0.0,0.0,24.248133
2429,11439.5,0.0,0.0,0.0,0.0,DE WAAI,13,landbouwgebied,5,5281.0,0.0,0.0,0.6347933
2430,200.19,54.03,5.57,0.2698936,1.5033075,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7937.0,300.9471,491.86633,394.7972
2431,24.96,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7823.0,0.0,0.0,57.485004
2432,156.01,100.65,0.0,0.64515096,0.0,MOLENSTRAAT,27,woongebied,1,7781.0,0.0,285.0098,285.00116
2433,1271.57,305.02,9.465069,0.23987669,2.2704494,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8050.0,2887.0352,3364.6448,2924.95
2434,246.42,92.92,6.2558975,0.37707978,2.3589723,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7601.0,581.298,581.298,642.99664
2435,2451.04,168.71,1.67,0.06883201,0.11494945,BUS,10,landbouwgebied,5,6033.0,281.7457,281.7457,319.713
2436,110.0,76.19,9.91,0.6926364,6.8640265,ZANDVLEUGE,21,woongebied,1,7508.0,755.0429,945.9621,807.1494
2437,239.99,69.6,10.33,0.29001206,2.9958246,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8023.0,718.96796,929.06067,735.1787
2438,8.37,630.49,7.3,75.32736,549.8898,ZANDVLEUGE,21,woongebied,1,7777.0,4602.577,4602.577,5357.1885
2439,332.1,130.84,9.17935,0.3939777,3.6164591,HOGE BOSSTRAAT,3,buitengebied,6,7673.0,1201.0261,1034.7192,1287.9918
2440,95.95,73.76,7.66,0.76873374,5.8885,MOLENSTRAAT,27,woongebied,1,7865.0,565.0016,755.9208,618.6289
2441,938.75,135.01,6.4864907,0.1438189,0.93288,GALGENAKKER,22,woongebied,1,7024.0,875.7411,1259.6759,1009.6231
2442,1034.94,234.75,7.0309343,0.22682476,1.59479,ZANDVLEUGE,21,woongebied,1,7783.0,1650.5118,1506.8918,1765.6582
2443,22.85,0.0,0.0,0.0,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7897.0,0.0,465.46637,54.599293
2444,207.97,94.02,6.3929973,0.45208442,2.8901744,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8038.0,601.0696,601.0696,699.7122
2445,928.36,204.93,6.9533277,0.2207441,1.5349061,GALGENAKKER,22,woonuitbreidingsgebied,3,7102.0,1424.9454,1424.9454,1474.7728
2446,364.22,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6447.0,0.0,0.0,4.7185845
2447,261.07,88.68,0.3164028,0.339679,0.107475385,GALGENAKKER,22,woonuitbreidingsgebied,3,7048.0,28.0586,161.55656,123.14662
2448,291.62,72.99,5.89,0.25029147,1.4742167,GALGENAKKER,22,woongebied,1,6952.0,429.91107,429.91107,549.6056
2449,549.21,0.0,0.0,0.0,0.0,,0,bedrijventerrein,4,6292.0,0.0,0.0,919.0363
2450,13498.36,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6898.0,0.0,0.0,0.5078347
2451,98.14,62.29,10.03,0.63470554,6.366096,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8021.0,624.7687,624.7687,646.3029
2452,584.86,173.79,6.107506,0.29714802,1.8148333,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7776.0,1061.4233,1061.4233,1174.4812
2453,1523.77,142.38,6.75,0.0934393,0.6307153,LEKESTRAAT   SCHAPERIJ,24,bedrijventerrein,4,8021.0,961.06506,1233.706,226.83353
2454,14409.97,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4929.0,0.0,0.0,0.22217768
2455,7322.03,27.78,0.0,0.00379403,0.0,GALGENAKKER,22,woongebied,1,6634.0,0.0,9949.458,9949.85
2456,1487.89,224.11,4.4329715,0.1506227,0.66770613,BALGERHOEK,20,woongebied,1,6166.0,993.47327,1377.4081,1277.7906
2457,112.64,79.66,10.78,0.7072089,7.623711,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7916.0,858.7348,769.72205,880.3987
2458,811.57,145.12,7.79,0.17881389,1.3929602,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7907.0,1130.4847,1130.4847,1285.634
2459,16.77,0.0,0.0,0.0,0.0,MOEIE,16,woonvernieuwingsgebied,2,7890.0,0.0,0.0,95.21046
2460,413.22,81.07,0.0,0.1961909,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7601.0,0.0,244.82199,244.83157
2461,87.85,85.41,8.61,0.9722254,8.370861,MOLENSTRAAT,27,bedrijventerrein,4,7848.0,735.3801,735.3801,723.90015
2462,8413.82,2011.7,4.4638953,0.23909472,1.0672938,BUS,10,landbouwgebied,5,6033.0,8980.018,8980.018,9526.336
2463,554.67,134.47,5.19,0.24243245,1.2582244,MOLENSTRAAT,27,woongebied,1,7635.0,697.8993,554.27924,830.51733
2464,693.54,166.61,3.5011146,0.24023129,0.8410772,GALGENAKKER,22,woongebied,1,6835.0,583.3207,583.3207,795.3986
2465,757.88,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7671.0,0.0,0.0,48.474644
2466,264.63,389.58,5.934724,1.4721686,8.736914,MOEIE,16,woonvernieuwingsgebied,2,7821.0,2312.0496,2312.0496,2466.3347
2467,416.86,122.39,3.03,0.29359978,0.88960737,BALGERHOEK,20,woongebied,1,6321.0,370.8417,713.0122,617.7781
2468,738.3,159.67,4.8510394,0.2162671,1.0491202,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7937.0,774.5654,1158.5002,1034.4584
2469,74.33,51.23,5.5320654,0.6892237,3.8128307,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8035.0,283.4077,474.3269,375.3138
2470,113.39,66.42,6.88,0.5857659,4.03007,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7924.0,456.9696,456.9696,554.2247
2471,3190.01,0.0,0.0,0.0,0.0,GALGENAKKER,22,woongebied,1,6598.0,0.0,0.0,3.6848495
2472,437.32,170.12,6.4996896,0.38900575,2.5284166,ZANDVLEUGE,21,woongebied,1,7155.0,1105.7272,1105.7272,1276.4369
2473,120.94,84.36,9.2,0.69753593,6.4173307,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8018.0,776.112,647.1581,791.288
2474,17.36,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,8013.0,0.0,465.46637,51.434254
2475,237.34,112.8,11.49,0.47526756,5.4608245,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7976.0,1296.072,1556.2797,1308.1757
2476,238.25,103.53,5.49,0.43454355,2.385644,ZANDVLEUGE,21,woongebied,1,7379.0,568.3797,418.35852,659.8662
2477,65.19,65.19,10.09,1.0,10.09,MOEIE,16,woonvernieuwingsgebied,2,7890.0,657.76715,657.76715,697.8125
2478,1895.48,251.46,5.6955433,0.13266297,0.75558764,MOLENSTRAAT,27,woongebied,1,7736.0,1432.2013,2101.05,1672.8533
2479,442.85,164.45,5.0014157,0.3713447,1.8572491,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7505.0,822.4828,822.4828,986.8328
2480,598.0,147.07,7.96,0.24593647,1.9576542,ZANDVLEUGE,21,woongebied,1,7526.0,1170.6772,1170.6772,1300.0319
2481,79.66,64.99,6.3255672,0.8158423,5.160665,MOEIE,16,woonvernieuwingsgebied,2,7497.0,411.0986,621.1913,474.618
2482,23.54,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7805.0,0.0,0.0,57.01957
2483,444.86,421.36,10.661927,0.9471744,10.098704,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7575.0,4492.5093,4492.5093,4688.583
2484,406.25,111.21,10.17,0.27374768,2.7840142,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7901.0,1131.0057,1131.0057,1197.8998
2485,286.91,92.24,7.97,0.32149452,2.5623114,GALGENAKKER,22,woonuitbreidingsgebied,3,6795.0,735.1528,735.1528,801.156
2486,292.17,90.27,7.75,0.30896392,2.3944705,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7821.0,699.59247,936.6397,780.8787
2487,402.11,50.1,0.8731337,0.12459277,0.10878616,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7835.0,43.744,280.79126,233.97127
2488,7509.77,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4969.0,0.0,0.0,0.47609502
2489,2050.7,0.0,0.0,0.0,0.0,VELDEKEN,6,buitengebied,6,6738.0,0.0,0.0,1.4577032
2490,75.03,42.67,10.0,0.56870586,5.6870584,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8033.0,426.69998,636.79266,440.7419
2491,4969.6,0.0,0.0,0.0,0.0,GALGENAKKER,22,bedrijventerrein,4,6275.0,0.0,0.0,0.0
2492,725.49,0.0,0.0,0.0,0.0,BOTERHOEK,14,landbouwgebied,5,4910.0,0.0,0.0,0.0
2493,23.37,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8065.0,0.0,0.0,73.656204
2494,1537.44,0.0,0.0,0.0,0.0,GALGENAKKER,22,woonuitbreidingsgebied,3,7110.0,0.0,0.0,0.0
2495,308.84,96.33,9.45,0.31190908,2.9475408,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8001.0,910.3185,789.77234,946.0251
2496,72.22,65.47,3.46,0.90653557,3.1366131,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7974.0,226.5262,417.4454,359.4952
2497,322.38,133.36,5.4714427,0.4136733,2.2633898,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8021.0,729.67163,729.67163,857.7781
2498,5991.39,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,buitengebied,6,6949.0,0.0,0.0,0.0
2499,371.58,166.77,8.09,0.4488132,3.6308987,MOLENSTRAAT,27,woongebied,1,7576.0,1349.1693,1349.1693,1465.4718
2500,396.98,91.92,7.85,0.23154818,1.8176532,GALGENAKKER,22,woonuitbreidingsgebied,3,6709.0,721.57196,855.06995,788.0216
2501,513.61,111.0,6.7709684,0.2161173,1.4633234,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7715.0,751.5775,751.5775,861.2713
2502,9565.8,0.0,0.0,0.0,0.0,BALGERHOEK,20,woongebied,1,5999.0,0.0,0.0,0.0
2503,1894.17,630.27,3.26,0.33274204,1.0847391,MOLENSTRAAT,27,woongebied,1,7910.0,2054.6802,3068.5166,2806.9543
2504,1016.53,245.75,7.9,0.2417538,1.9098551,WARME LANDEN,26,woonvernieuwingsgebied,2,7503.0,1941.425,1773.5046,2079.1533
2505,122.04,80.86,8.14,0.66256964,5.393317,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8001.0,658.20044,658.20044,673.6337
2506,171.24,66.37,8.72,0.3875847,3.3797386,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7752.0,578.74646,769.66565,620.5629
2507,349.34,117.8,7.01,0.33720732,2.3638234,BALGERHOEK,20,woongebied,1,6321.0,825.7781,825.7781,922.3468
2508,353.25,98.98,7.8716974,0.28019816,2.205635,MOLENSTRAAT,27,woongebied,1,7661.0,779.1406,1023.96265,888.819
2509,603.95,155.29,6.9826417,0.25712392,1.7954042,OOSTVELDSTRAAT,2,buitengebied,6,6982.0,1084.3344,1361.3752,1186.0946
2510,184.61,74.37,10.46,0.40284926,4.2138033,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8008.0,777.9102,777.9102,794.6451
2511,37599.5,0.0,0.0,0.0,0.0,KRUISKENS,11,landbouwgebied,5,6621.0,0.0,0.0,0.25391737
2512,145.55,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8008.0,0.0,0.0,80.34546
2513,164.94,103.5,10.13,0.6275009,6.356584,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7838.0,1048.455,1048.455,1091.0525
2514,338.16,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7934.0,0.0,0.0,170.727
2515,271.49,0.0,0.0,0.0,0.0,GALGENAKKER,22,bedrijventerrein,4,6166.0,0.0,0.0,140.90968
2516,330.22,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,5897.0,0.0,0.0,4.2670455
2517,116.47,85.57,10.94,0.7346956,8.03757,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8023.0,936.13574,936.13574,951.7694
2518,267.1,82.99,7.86,0.3107076,2.4421616,GALGENAKKER,22,woonuitbreidingsgebied,3,7048.0,652.3014,652.3014,718.3116
2519,312.1,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4964.0,0.0,0.0,4.5153923
