id,opp,oppBebouwd,hoogte,oppVerhouding,volVerhouding,zone,zoneId,type,typeId,mobi,volume,volNieuw,volNieuwGem
5437,305.46,182.21,4.7851014,0.59651023,2.854362,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7935.0,871.8934,1196.8785,1131.4478
5438,7452.73,244.13,2.3529792,0.032757126,0.07707683,GALGENAKKER,22,woonuitbreidingsgebied,3,7217.0,574.4328,473.19214,584.6691
5439,61.14,61.14,8.55,1.0,8.55,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7898.0,522.747,393.7931,561.1852
5440,111.81,148.61,9.6959915,1.3291298,12.887231,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8001.0,1440.9213,1725.931,1468.2026
5441,171.72,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7936.0,0.0,0.0,78.56165
5442,223.13,126.44,6.6682506,0.5666652,3.7786653,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7892.0,843.1336,843.1336,905.1557
5443,222.47,91.83,7.9,0.41277477,3.2609208,GALGENAKKER,22,woonuitbreidingsgebied,3,6709.0,725.45703,780.5528,726.26904
5444,255.68,33.81,2.91,0.13223562,0.38480565,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7944.0,98.38711,-22.159004,282.41406
5445,8398.68,0.0,0.0,0.0,0.0,BALGERHOEK,20,woongebied,1,5905.0,0.0,0.0,0.0
5446,194.39,162.69,8.914785,0.8369258,7.461014,WARME LANDEN,26,woonvernieuwingsgebied,2,7661.0,1450.3464,1450.3464,1501.1511
5447,1236.89,343.02,5.5381613,0.27732456,1.5358682,MOEIE,16,woonvernieuwingsgebied,2,7771.0,1899.7001,2377.3098,2020.3866
5448,486.55,261.58,4.172949,0.53762203,2.2434692,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7518.0,1091.5599,1091.5599,1510.7826
5449,7085.04,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6506.0,0.0,0.0,0.5078347
5450,205.7,180.53,5.94,0.8776373,5.2131658,POKMOERE,4,buitengebied,6,7409.0,1072.3481,1072.3481,1168.7349
5451,1489.9,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,5409.0,0.0,0.0,0.0
5452,2091.42,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6498.0,0.0,0.0,0.7059104
5453,204.2,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8021.0,0.0,0.0,50.59641
5454,1015.8,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonuitbreidingsgebied,3,7773.0,0.0,0.0,0.0
5455,659.56,240.69,12.18,0.36492512,4.444788,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7505.0,2931.6042,2931.6042,2987.8586
5456,70.55,62.55,9.71,0.8866052,8.608936,EEKLO CENTRUM,17,woongebied,1,7947.0,607.3605,607.3605,628.4229
5457,8.61,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7984.0,0.0,0.0,47.803596
5458,312.4,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4931.0,0.0,0.0,4.109007
5459,863.91,269.04,14.66,0.31142133,4.565437,BALGERHOEK,20,woongebied,1,6096.0,3944.1265,3944.1265,4041.39
5460,1192.59,178.89,6.207785,0.15000126,0.93117553,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7783.0,1110.5106,1110.5106,1220.7882
5461,316.52,123.49,9.133763,0.39014912,3.56353,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8033.0,1127.9285,1470.099,1205.0684
5462,196.92,74.2,10.36,0.37680274,3.9036763,MOLENSTRAAT,27,woongebied,1,7840.0,768.7119,768.7119,810.4404
5463,219.93,127.25,6.7675405,0.5785932,3.9156528,VROMBOUTSTRAAT,8,buitengebied,6,7042.0,861.1695,861.1695,995.5496
5464,174.0,64.17,10.68,0.3687931,3.9387102,MOLENSTRAAT,27,woongebied,1,7934.0,685.3356,685.3356,705.3946
5465,1111.25,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7980.0,0.0,681.78064,94.833824
5466,5170.25,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4898.0,0.0,0.0,0.6347933
5467,423.67,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7915.0,0.0,0.0,176.85228
5468,3355.02,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4931.0,0.0,0.0,0.7563326
5469,44.2,44.2,8.2,1.0,8.2,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8011.0,362.44,362.44,377.1864
5470,495.3,84.48,2.765052,0.17056331,0.47161645,MOLENSTRAAT,27,woongebied,1,7772.0,233.59161,478.4136,430.31546
5471,1842.23,162.13,7.8,0.08800747,0.6864583,BALGERHOEK,20,woongebied,1,6081.0,1264.614,1237.063,1309.4447
5472,56.78,56.78,7.78,1.0,7.78,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7898.0,441.7484,312.7945,495.61676
5473,876.67,162.21,8.2,0.18502973,1.5172437,GALGENAKKER,22,woongebied,1,7026.0,1330.1221,1714.0569,1374.5358
5474,402.61,127.36,6.1340804,0.31633592,1.94043,GALGENAKKER,22,woongebied,1,6749.0,781.2365,781.2365,953.9203
5475,4606.68,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,5432.0,0.0,0.0,0.9075991
5476,4348.2,0.0,0.0,0.0,0.0,POKMOERE,4,landbouwgebied,5,7551.0,0.0,0.0,3.9833558
5477,211.48,82.75,10.4,0.39128998,4.0694156,NIJVERHEIDSKAAI,18,bedrijventerrein,4,7318.0,860.6,957.2322,823.33234
5478,488.35,224.3,9.417282,0.45930174,4.325374,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7897.0,2112.2964,2112.2964,2166.9817
5479,2778.22,0.0,0.0,0.0,0.0,MOEIE,16,woonvernieuwingsgebied,2,7399.0,0.0,0.0,6.028118
5480,620.78,345.85,7.9041104,0.5571217,4.403551,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7835.0,2733.6367,2448.6675,2844.857
5481,756.96,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,5385.0,0.0,0.0,0.0
5482,166.97,63.84,8.68,0.38234413,3.3187473,MOLENSTRAAT,27,woongebied,1,7781.0,554.1312,554.1312,594.81854
5483,296.81,77.49,2.87,0.2610761,0.7492884,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7821.0,222.39629,459.44354,411.3862
5484,151.64,89.52,10.42,0.59034556,6.1514006,MOEIE,16,woonvernieuwingsgebied,2,7795.0,932.7984,932.7984,972.4773
5485,4502.1,0.0,0.0,0.0,0.0,,0,bedrijventerrein,4,6215.0,0.0,0.0,0.0
5486,596.62,130.92,0.0,0.21943615,0.0,MOLENSTRAAT,27,woongebied,1,7865.0,0.0,383.93484,383.94873
5487,592.4,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7850.0,0.0,0.0,101.53927
5488,126.69,71.92,10.56,0.5676849,5.9947524,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8023.0,759.4752,759.4752,773.7023
5489,518.35,201.01,7.55,0.38778818,2.927801,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7644.0,1517.6255,1928.901,1655.6838
5490,42259.8,0.0,0.0,0.0,0.0,DE WAAI,13,buitengebied,6,5651.0,0.0,0.0,0.0
5491,252.19,129.92,6.43,0.5151671,3.3125246,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8053.0,835.38556,727.45416,951.1347
5492,2782.06,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4937.0,0.0,0.0,1.0084435
5493,360.87,122.74,9.64,0.3401225,3.278781,NIJVERHEIDSKAAI,18,bedrijventerrein,4,7302.0,1183.2136,1067.1406,1330.4792
5494,225.87,84.0,8.87,0.37189534,3.2987118,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7906.0,745.08,745.08,757.5429
5495,199.79,228.2,10.55,1.1421993,12.050203,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonuitbreidingsgebied,3,8001.0,2407.51,2407.51,2381.7605
5496,290.67,58.2,9.09,0.20022705,1.820064,MOEIE,16,woonvernieuwingsgebied,2,7538.0,529.038,408.4919,595.5056
5497,60.32,42.57,9.74,0.7057361,6.873869,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8063.0,414.63177,285.67786,428.1615
5498,495.12,114.91,1.8744966,0.23208515,0.43504283,MOEIE,16,woonuitbreidingsgebied,3,7457.0,215.3984,481.7343,331.369
5499,462.08,198.73,11.447004,0.43007705,4.923094,MOLENSTRAAT,27,woongebied,1,7810.0,2274.863,2617.0334,2343.045
5500,215.24,0.0,0.0,0.0,0.0,POKMOERE,4,buitengebied,6,7501.0,0.0,0.0,21.342587
5501,243.68,99.9,12.25,0.4099639,5.022058,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,8029.0,1223.775,1223.775,1245.3574
5502,227.68,110.8,12.83,0.48664796,6.2436934,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8065.0,1421.5641,1421.5641,1426.5873
5503,876.89,0.0,0.0,0.0,0.0,KRUISKENS,11,woongebied,1,7301.0,0.0,0.0,46.906548
5504,133.4,81.4,9.89,0.6101949,6.034828,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7916.0,805.046,716.03326,826.43604
5505,141.05,55.34,7.47,0.39234313,2.9308033,MOEIE,16,woonvernieuwingsgebied,2,7821.0,413.3898,413.3898,467.50275
5506,1049.14,0.0,0.0,0.0,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7763.0,0.0,0.0,50.72452
5507,162.99,162.99,14.49,1.0,14.49,EEKLO CENTRUM,17,woongebied,1,7998.0,2361.725,2211.7039,2388.515
5508,58.83,58.83,2.84,1.0,2.84,ZANDVLEUGE,21,woongebied,1,7526.0,167.0772,357.9964,320.48065
5509,264.25,78.57,8.94,0.29733208,2.6581485,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7752.0,702.4158,702.4158,743.20013
5510,248.14,73.49,9.09,0.29616344,2.6921258,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7987.0,668.0241,539.0702,683.17035
5511,3053.0,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,7589.0,0.0,0.0,4.4875784
5512,475.87,115.44,4.5756755,0.24258727,1.1100006,GALGENAKKER,22,woongebied,1,6952.0,528.216,528.216,760.3869
5513,854.55,0.0,0.0,0.0,0.0,HOGE BOSSTRAAT,3,buitengebied,6,7159.0,0.0,0.0,70.56204
5514,5772.03,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6810.0,0.0,0.0,0.3173967
5515,52.23,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7995.0,0.0,0.0,79.67653
5516,933.31,100.01,9.62,0.107156254,1.0308431,NIJVERHEIDSKAAI,18,bedrijventerrein,4,7302.0,962.0962,1389.0698,1062.9207
5517,335.1,0.0,0.0,0.0,0.0,BOTERHOEK,14,landbouwgebied,5,4871.0,0.0,0.0,4.041276
5518,250.64,90.75,8.09,0.3620731,2.9291716,GALGENAKKER,22,woonuitbreidingsgebied,3,6795.0,734.16754,734.16754,762.0087
5519,179.16,74.93,7.71,0.41822952,3.2245495,MOLENSTRAAT,27,woongebied,1,7865.0,577.7103,577.7103,632.9091
5520,363.44,181.91,8.698026,0.5005228,4.3535604,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8053.0,1582.2579,1907.2432,1649.3226
5521,579.74,167.09,7.021351,0.2882154,2.0236616,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7557.0,1173.1975,1557.1323,1306.6619
5522,271.22,242.9,5.89,0.8955829,5.274983,MOLENSTRAAT,27,woongebied,1,7900.0,1430.6809,1350.0475,1558.7739
5523,338.47,73.05,6.44,0.21582416,1.3899076,GALGENAKKER,22,woongebied,1,6952.0,470.44202,715.26404,589.9544
5524,365.09,131.77,6.856802,0.36092472,2.4747894,GALGENAKKER,22,woonuitbreidingsgebied,3,6789.0,903.5208,903.5208,1036.5739
5525,14.55,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7984.0,0.0,0.0,51.06188
5526,157.24,69.49,0.34765002,0.44193587,0.15363902,ZANDVLEUGE,21,woongebied,1,7379.0,24.1582,215.07741,177.781
5527,888.96,192.96,5.6931944,0.21706264,1.2357798,SINT-JANS VELD,12,buitengebied,6,6192.0,1098.5588,1016.0114,1217.1938
5528,188.09,84.16,5.84,0.4474454,2.6130812,GALGENAKKER,22,woongebied,1,7009.0,491.49445,491.49445,579.92255
5529,1326.6,252.64,0.46719444,0.19044173,0.08897332,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8022.0,118.032005,595.64166,427.43854
5530,2953.74,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6892.0,0.0,0.0,0.7059104
5531,708.76,161.74,7.6036496,0.22820137,1.7351632,BALGERHOEK,20,woongebied,1,6166.0,1229.8143,1229.8143,1391.0344
5532,1146.48,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6871.0,0.0,0.0,14.562625
5533,175.41,90.66,9.53,0.51684624,4.9255447,MOEIE,16,woonvernieuwingsgebied,2,7853.0,863.9898,1074.0825,903.7396
5534,394.75,120.15,7.8750896,0.30436987,2.39694,GALGENAKKER,22,woongebied,1,6926.0,946.192,946.192,1118.1945
5535,242.61,78.18,8.873752,0.32224557,2.859527,MOEIE,16,woonvernieuwingsgebied,2,7978.0,693.7499,564.79596,708.4507
5536,5139.95,0.0,0.0,0.0,0.0,POKMOERE,4,bedrijventerrein,4,7259.0,0.0,0.0,145.6637
5537,2199.08,108.06,8.32,0.04913873,0.4088342,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7923.0,899.05914,1016.0879,935.185
5538,10636.18,0.0,0.0,0.0,0.0,BOTERHOEK,14,landbouwgebied,5,5532.0,0.0,0.0,0.9204501
5539,36.81,36.81,0.0,1.0,0.0,EEKLO CENTRUM,17,woongebied,1,7998.0,0.0,190.9192,190.90279
5540,79.56,86.91,11.45,1.0923831,12.507787,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7971.0,995.1195,1205.2122,1007.5378
5541,9743.18,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,4969.0,0.0,0.0,0.5395743
5542,78.73,171.19,6.32,2.1743934,13.742167,GALGENAKKER,22,woongebied,1,6926.0,1081.9209,1081.9209,1212.7949
5543,1350.24,165.26,5.9453177,0.12239305,0.7276656,GALGENAKKER,22,woongebied,1,6354.0,982.5232,1366.458,1144.2891
5544,179.85,107.91,6.09,0.6,3.654,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7987.0,657.17194,657.17194,775.6418
5545,1300.17,229.94,12.81,0.17685379,2.2654972,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonuitbreidingsgebied,3,8001.0,2945.5315,3158.822,3158.5042
5546,147.77,99.01,11.09,0.67002773,7.4306083,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7995.0,1098.021,969.0671,1114.4067
5547,248.39,54.25,7.89,0.21840654,1.7232276,MOLENSTRAAT,27,woongebied,1,7865.0,428.0325,618.9517,480.6135
5548,269.46,101.72,10.95,0.37749574,4.1335783,MOLENSTRAAT,27,woongebied,1,7953.0,1113.834,1033.2006,1194.1906
5549,1105.07,583.28,8.39,0.52782184,4.4284253,ZANDVLEUGE,21,bedrijventerrein,4,7549.0,4893.7197,4893.7197,4479.66
5550,260.79,110.27,6.5091147,0.4228306,2.752253,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7752.0,717.7601,637.1267,849.1192
5551,3068.77,0.0,0.0,0.0,0.0,VELDEKEN,6,buitengebied,6,6558.0,0.0,0.0,1.6248711
5552,10853.44,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,5115.0,0.0,0.0,0.6982726
5553,643.35,179.81,6.946995,0.27949017,1.9416169,BOTERHOEK,14,buitengebied,6,6037.0,1249.1392,1526.18,1369.4387
5554,160.49,99.71,11.06,0.6212848,6.87141,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7987.0,1102.7926,1102.7926,1117.693
5555,4.05,0.0,0.0,0.0,0.0,MOLENSTRAAT,27,woongebied,1,7950.0,0.0,0.0,47.43122
5556,385.53,226.77,10.840464,0.58820325,6.376396,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8033.0,2458.292,2458.292,2524.4927
5557,223.96,223.96,9.49,1.0,9.49,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7665.0,2125.3804,2410.3901,2197.0693
5558,184.54,136.58,11.34,0.7401106,8.392855,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8028.0,1548.8173,1353.1348,1558.0219
5559,1718.65,306.88,8.81,0.17855875,1.5731027,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7781.0,2703.613,2568.661,2803.5352
5560,572.36,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6553.0,0.0,0.0,13.591787
5561,6297.8,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6026.0,0.0,0.0,0.47609502
5562,220.83,142.61,1.680366,0.6457909,1.0851651,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7781.0,239.63701,239.63701,352.42596
5563,1593.2,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7679.0,0.0,0.0,5.557631
5564,7801.63,0.0,0.0,0.0,0.0,DE WAAI,13,landbouwgebied,5,5399.0,0.0,0.0,0.66653293
5565,1765.4,409.74,5.963108,0.2320947,1.3840057,SINT-JANS VELD,12,buitengebied,6,5656.0,2443.3237,3344.8306,2742.503
5566,14297.2,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,5746.0,0.0,0.0,0.38087606
5567,105.08,61.04,9.33,0.5808908,5.41971,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8041.0,569.5032,779.5958,585.8679
5568,8270.8,0.0,0.0,0.0,0.0,BOTERHOEK,14,landbouwgebied,5,4717.0,0.0,0.0,0.7934915
5569,131.64,96.2,12.24,0.7307809,8.944757,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8063.0,1177.4879,1177.4879,1193.2872
5570,292.73,104.97,4.18,0.35858983,1.4989054,BALGERHOEK,20,woongebied,1,6129.0,438.7746,780.94507,684.92255
5571,334.4,87.85,0.0,0.26270932,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7705.0,0.0,244.82199,244.83157
5572,75.98,162.18,3.37,2.1345088,7.193295,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8033.0,546.5466,806.7542,720.73016
5573,807.99,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7773.0,0.0,0.0,100.89824
5574,674.32,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7681.0,0.0,1282.0547,88.462234
5575,305.89,103.28,2.7070837,0.3376377,0.91401356,MOEIE,16,woonvernieuwingsgebied,2,7457.0,279.58762,604.5728,506.8507
5576,10565.37,0.0,0.0,0.0,0.0,BALGERHOEK,20,woongebied,1,6003.0,0.0,0.0,0.0
5577,8.93,0.0,0.0,0.0,0.0,NIJVERHEIDSKAAI WEST,1,bedrijventerrein,4,6527.0,0.0,0.0,44.40138
5578,299.77,0.0,0.0,0.0,0.0,OOSTVELDSTRAAT,2,landbouwgebied,5,7205.0,0.0,0.0,11.604643
5579,431.58,59.35,9.24,0.13751796,1.2706659,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8008.0,548.394,548.394,583.6146
5580,982.27,222.93,7.07583,0.22695388,1.605887,ZANDVLEUGE,21,woongebied,1,7296.0,1577.4147,1433.7947,1710.2418
5581,277.84,89.83,8.9,0.3233156,2.8775086,GALGENAKKER,22,woonuitbreidingsgebied,3,6795.0,799.487,932.985,826.89453
5582,162.61,75.66,0.0,0.46528506,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,8029.0,0.0,190.9192,190.90279
5583,1027.46,258.33,10.517009,0.25142583,2.6442478,KERKSTRAAT   ROZE,25,bedrijventerrein,4,7983.0,2716.8586,2716.8586,2586.719
5584,7671.34,34.94,3.08,0.004554615,0.014028214,BUS,10,landbouwgebied,5,6206.0,107.6152,107.6152,110.356636
5585,2343.15,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6024.0,0.0,0.0,0.7563326
5586,113.05,64.28,11.06,0.5685979,6.2886934,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7995.0,710.9368,581.9829,728.5356
5587,317.38,151.6,6.2841463,0.47766086,3.0016909,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7396.0,952.67664,872.0433,1117.5233
5588,1314.21,411.92,6.3192306,0.31343547,1.980671,BALGERHOEK,20,woongebied,1,6170.0,2603.0176,2603.0176,3161.2954
5589,120.6,0.0,0.0,0.0,0.0,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7715.0,0.0,0.0,62.185925
5590,823.68,113.62,7.3531632,0.13794193,1.0143095,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7543.0,835.46643,1219.4012,972.2762
5591,234.62,86.28,5.73,0.36774358,2.1071708,LEKESTRAAT   SCHAPERIJ,24,woongebied,1,7937.0,494.3844,494.3844,588.20996
5592,3007.28,0.0,0.0,0.0,0.0,SINT-JANS VELD,12,landbouwgebied,5,6497.0,0.0,0.0,0.9075991
5593,6860.97,0.0,0.0,0.0,0.0,NIJVERHEIDSKAAI WEST,1,bedrijventerrein,4,6707.0,0.0,0.0,0.0
5594,515.63,142.1,3.9757833,0.2755852,1.0956671,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8033.0,564.95886,976.2344,838.8616
5595,35.54,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8060.0,0.0,0.0,79.379234
5596,858.8,164.17,8.37,0.1911621,1.6000267,GALGENAKKER,22,woongebied,1,6979.0,1374.1029,1230.4829,1422.1696
5597,67.13,193.1,10.362189,2.8765085,29.806925,MOEIE,16,woonvernieuwingsgebied,2,7771.0,2000.9388,2261.1465,2045.9814
5598,88.37,88.37,3.1,1.0,3.1,MOEIE,16,woonuitbreidingsgebied,3,7457.0,273.947,273.947,273.97723
5599,9216.7,56.21,2.4,0.006098712,0.01463691,MOEIE,16,woonvernieuwingsgebied,2,7485.0,134.904,263.35614,-215.47322
5600,196.14,103.58,2.8627825,0.5280922,1.511813,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8022.0,296.527,556.7346,472.5264
5601,9928.39,1255.67,5.5196204,0.12647268,0.69808114,KRUISKENS,11,landbouwgebied,5,6178.0,6930.822,6930.822,9357.765
5602,6213.1,0.0,0.0,0.0,0.0,VROMBAUT,9,landbouwgebied,5,6380.0,0.0,0.0,0.44435537
5603,2079.95,0.0,0.0,0.0,0.0,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,7687.0,0.0,0.0,5.601739
5604,2092.7,0.0,0.0,0.0,0.0,MOERSTRAAT,15,landbouwgebied,5,5471.0,0.0,0.0,1.3613986
5605,391.66,152.83,3.0293312,0.3902109,1.182078,MOEIE,16,woonuitbreidingsgebied,3,7457.0,462.9727,729.3086,578.697
5606,99.83,47.49,2.7,0.47570872,1.2844136,VELDEKEN,6,landbouwgebied,5,7715.0,128.223,128.223,128.23782
5607,264.69,102.86,9.41,0.38860554,3.656778,WARME LANDEN,26,woonuitbreidingsgebied,3,7321.0,967.9126,832.9258,998.3924
5608,312.94,544.9,14.5,1.7412285,25.247812,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,8033.0,7901.0503,5961.427,7804.9814
5609,146.79,108.33,6.868259,0.7379931,5.068728,ZUIDMOERSTRAAT GENTSESTEENWEG,19,woonvernieuwingsgebied,2,8018.0,744.0385,1004.24615,862.1874
5610,29587.59,0.0,0.0,0.0,0.0,KRUISKENS,11,landbouwgebied,5,5901.0,0.0,0.0,0.571314
5611,269.01,269.01,7.41,1.0,7.41,BALGERHOEK,20,woongebied,1,6129.0,1993.3641,2597.7087,2113.9775
5612,634.79,184.07,7.1995463,0.28996992,2.087652,MOLENSTRAAT,27,woongebied,1,7980.0,1325.2206,1181.6006,1483.1377
5613,96.26,0.0,0.0,0.0,0.0,MOEIE,16,woonvernieuwingsgebied,2,7998.0,0.0,0.0,79.23058
5614,3577.89,0.0,0.0,0.0,0.0,MOERSTRAAT,15,buitengebied,6,4973.0,0.0,0.0,0.0
5615,68.41,68.4,2.51,0.9998538,2.509633,ZUIDMOERSTRAAT GENTSESTEENWEG,19,bedrijventerrein,4,7700.0,171.684,171.684,193.29173
5616,293.55,83.64,0.0,0.2849259,0.0,GEMEENTEHUIS   KERKESTEE,28,woongebied,1,7601.0,0.0,244.82199,244.83157
5617,755.35,88.95,7.98,0.11775998,0.9397246,GALGENAKKER,22,woonuitbreidingsgebied,3,7110.0,709.821,547.49927,693.83826
5618,3154.64,0.0,0.0,0.0,0.0,OOSTVELD,7,landbouwgebied,5,6714.0,0.0,0.0,0.60506606
5619,2629.27,0.0,0.0,0.0,0.0,VELDEKEN,6,landbouwgebied,5,6143.0,0.0,0.0,0.50422174
5620,106.23,72.87,1.77,0.6859644,1.214157,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7987.0,128.9799,128.9799,272.41504
5621,503.88,154.76,7.023257,0.3071366,2.1570992,GALGENAKKER,22,woonuitbreidingsgebied,3,7102.0,1086.9192,1086.9192,1136.4055
5622,22.33,0.0,0.0,0.0,0.0,KERKSTRAAT   ROZE,25,woonvernieuwingsgebied,2,7940.0,0.0,0.0,82.500885
5623,619.28,19.17,2.93,0.030955302,0.09069904,NIJVERHEIDSKAAI,18,bedrijventerrein,4,7302.0,56.168102,160.52502,116.09529
5624,608.68,0.0,0.0,0.0,0.0,ST JANSDREEF,23,woongebied,1,7244.0,0.0,0.0,47.724686
5625,513.91,212.14,4.170082,0.41279602,1.7213933,VROMBOUTSTRAAT,8,buitengebied,6,7108.0,884.64124,884.64124,1043.0962
5626,137.03,174.24,6.6871934,1.2715465,8.5030775,MOLENSTRAAT,27,woongebied,1,7523.0,1165.1766,1450.1864,1252.207
5627,766.05,0.0,0.0,0.0,0.0,VROMBAUT,9,landbouwgebied,5,7128.0,0.0,0.0,15.048044
5628,163.37,112.13,10.93,0.6863561,7.501873,MOEIE,16,woonvernieuwingsgebied,2,7600.0,1225.5809,1485.7886,1278.0981
