shapeid,OIDN,oppPerceel,oppBebouwd,volume,hoogte,woongebied,woonvernie,woonuitbre,industrie,landbouw,zone,zoneId,Mobiscore,X,Y
"5161","974065",102.92,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7960",93657.6609720000,209095.8643400000
"5162","978484",614.80,173.160000,845.021000,4.880,GALGENAKKER,,,,,GALGENAKKER,"22","6945",91789.2989870000,208991.8200700000
"5163","978806",185.76,165.950000,914.698000,5.512,GALGENAKKER,,,,,GALGENAKKER,"22","6786",91659.4383330000,208824.6356300000
"5164","982326",515.92,122.640000,1241.117000,10.120,MOEIE,MOEIE,bebouwd,,,MOEIE,"16","7457",92533.1982450000,208779.7758400000
"5165","1447989",156.00,98.660000,465.009000,4.713,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7781",93885.3339730000,209446.6129300000
"5166","981535",82.73,71.040000,547.008000,7.700,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8060",94330.7555040000,208103.6287400000
"5167","982461",85.05,70.720000,584.854000,8.270,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Tieltsesteenweg 2,,NIJVERHEIDSKAAI,"18","7497",92976.4340380000,208231.9534100000
"5168","985277",867.04,173.050000,759.713000,4.390,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7456",95300.4965360000,209238.3362700000
"5169","983454",259.45,93.460000,693.638000,7.422,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7752",95256.8086420000,207940.4539700000
"5170","979521",1343.33,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","7367",93708.3354670000,207476.3634000000
"5171","979964",3731.57,0.000000,0.000000,,,,,,"Granen, zaden en peulvruchten",VELDEKEN,"6","6038",92741.5199440000,207007.1605200000
"5172","986001",5117.56,0.000000,0.000000,,,,,,Grasland,SINT-JANS VELD,"12","6810",92979.4268400000,210166.8800600000
"5173","975374",2877.61,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4985",92115.8030250000,211755.1451000000
"5174","986209",1187.94,268.310000,1727.957000,6.440,ZANDVLEUGE,,,,Grasland,ZANDVLEUGE,"21","7526",93711.8487640000,209573.7599000000
"5175","975038",8447.33,0.000000,0.000000,,,,,,Voedergewassen,MOERSTRAAT,"15","4899",92314.3895820000,212319.8434800000
"5176","985559",240.25,175.450000,2019.429000,11.510,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7916",94639.2358780000,208776.5106200000
"5177","985684",790.49,151.240000,1051.055000,6.950,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7793",94971.1170220000,209170.4617000000
"5178","987085",1631.34,347.000000,2180.573000,6.284,GEMEENTEHUIS   KERKESTEE,,,,Grasland,GEMEENTEHUIS   KERKESTEE,"28","7505",95691.3213670000,208355.5187700000
"5179","977698",75.72,0.000000,0.000000,,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7987",94146.1265170000,208794.1107100000
"5180","975526",22727.94,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOERSTRAAT,"15","4898",92178.4019770000,212215.3738700000
"5181","978232",287.15,144.880000,1438.658000,9.930,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8001",93889.5013820000,208357.0163600000
"5182","978212",12.63,12.630000,45.594000,3.610,MOEIE,MOEIE,,,,MOEIE,"16","7947",93595.4733010000,208621.1721900000
"5183","974640",1257.28,995.720000,6220.766000,6.248,,,,,Landbouwinfrastructuur,BOTERHOEK,"14","4962",90791.7918750000,212342.9348600000
"5184","977158",173.29,72.510000,742.502000,10.240,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7880",94324.3467730000,209281.1629300000
"5185","985379",1835.57,226.820000,1299.679000,5.730,GEMEENTEHUIS   KERKESTEE,,,,Grasland,GEMEENTEHUIS   KERKESTEE,"28","7505",95535.5525670000,208351.0689500000
"5186","984367",215.47,163.080000,1441.279000,8.838,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,infrastructuur,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7857",94848.2064400000,207651.6309200000
"5187","976686",205.30,161.000000,1276.913000,7.931,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8022",94030.7497450000,208865.0386300000
"5188","983678",5407.89,0.000000,0.000000,,,,,,Houtachtige gewassen,OOSTVELD,"7","6804",96663.5969360000,208087.3590800000
"5189","985392",1732.79,243.580000,1569.632000,6.444,GEMEENTEHUIS   KERKESTEE,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,GEMEENTEHUIS   KERKESTEE,"28","7476",95491.9411670000,208622.2992400000
"5190","985365",775.76,192.670000,890.725000,4.623,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7565",95452.5130160000,208394.8725000000
"5191","980406",632.13,225.200000,1517.373000,6.738,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,bebouwd,Nieuwendorpe,,NIJVERHEIDSKAAI,"18","7457",92564.5470150000,208628.3115700000
"5192","974731",1061.31,0.000000,0.000000,,GALGENAKKER,,,,,GALGENAKKER,"22","6654",91533.4560150000,210104.9413400000
"5193","981759",243.83,78.690000,479.699000,6.096,GALGENAKKER,,,,,GALGENAKKER,"22","6967",91869.9741250000,209806.5094700000
"5194","978448",816.73,172.150000,1113.080000,6.466,MOEIE,MOEIE,"niet vrijgeven, niet te ontwikkelen",Nieuwendorpe,,MOEIE,"16","7661",92808.5746760000,208963.8684700000
"5195","979552",11191.56,3460.170000,97361.261000,28.138,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Tieltsesteenweg 2,Grasland,NIJVERHEIDSKAAI,"18","7430",92926.8582660000,208063.4801000000
"5196","984591",3916.78,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VROMBAUT,"9","6892",95731.0354860000,209340.9393200000
"5197","977024",1314.14,176.110000,951.522000,5.403,ZANDVLEUGE,,,,,ZANDVLEUGE,"21","7155",93160.2763450000,209522.9730800000
"5198","976087",3373.68,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4942",92560.6364230000,211826.5465900000
"5199","979784",6062.64,0.000000,0.000000,,GALGENAKKER,,geen uitspraak,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,GALGENAKKER,"22","7324",92319.7059520000,208767.4807600000
"5200","983237",329.40,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,KRUISKENS,"11","5502",96078.1947510000,210390.0887800000
"5201","986884",2279.58,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","4760",93204.1809000000,212297.7715000000
"5202","1071392",22.94,0.000000,0.000000,,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7987",94119.0948540000,208717.5885200000
"5203","986513",3532.27,0.000000,0.000000,,,,,,Grasland,DE WAAI,"13","5423",96024.8563700000,211286.3653400000
"5204","978184",733.38,160.740000,1143.378000,7.113,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7706",93275.6835830000,209350.0059300000
"5205","985743",121.94,67.270000,686.154000,10.200,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7918",94602.6757910000,209038.0382900000
"5206","983356",298.90,106.530000,804.449000,7.551,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8029",94640.8400210000,208230.0373100000
"5207","976916",67.89,55.690000,476.801000,8.562,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8022",94066.9255170000,208674.4649400000
"5208","983803",11724.17,0.000000,0.000000,,,,,,Grasland,OOSTVELD,"7","6424",96669.7047530000,207385.7305700000
"5209","981761",216.24,216.240000,802.250000,3.710,,,,,Grasland,BOTERHOEK,"14","4871",91273.2975100000,212280.8741300000
"5210","981176",2193.24,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","6259",92095.7532310000,207017.7894500000
"5211","975206",2249.46,289.540000,1802.171000,6.224,,,,,Grasland,BOTERHOEK,"14","4837",91383.7780460000,212372.6985000000
"5212","1071109",3203.11,341.780000,1804.011000,5.278,,,,,Grasland,MOERSTRAAT,"15","5046",94394.5830400000,212183.1418400000
"5213","977146",294.24,142.080000,1252.972000,8.819,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7897",94542.8693920000,209107.8829300000
"5214","982583",155.08,79.030000,943.618000,11.940,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7971",93687.3557140000,208394.9138300000
"5215","976647",218.51,130.500000,1675.620000,12.840,EEKLO CENTRUM,KERKSTRAAT   ROZE,,,,EEKLO CENTRUM,"17","8033",93875.9735040000,208791.0420400000
"5216","984836",584.21,106.680000,689.001000,6.459,,,,,,OOSTVELDSTRAAT,"2","7133",96044.8599710000,208366.7773600000
"5217","982916",2614.83,0.000000,0.000000,,,,,Pokmoere,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,POKMOERE,"4","7426",94605.7513920000,207103.9435500000
"5218","980337",284.55,91.710000,700.664000,7.640,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7889",93660.4366480000,208104.0636300000
"5219","981450",80.55,73.320000,788.923000,10.760,EEKLO CENTRUM,,,,,EEKLO CENTRUM,"17","7947",93570.0586800000,208742.7775800000
"5220","979453",1013.89,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","7289",93384.5612470000,207488.6322000000
"5221","982957",237.62,107.940000,1120.417000,10.380,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7715",95261.6626300000,207665.7016200000
"5222","982042",1969.11,361.900000,3488.716000,9.640,NIJVERHEIDSKAAI,NIJVERHEIDSKAAI,,Nieuwendorpe,,NIJVERHEIDSKAAI,"18","7246",92595.3419120000,208175.7459200000
"5223","985269",331.23,104.280000,755.709000,7.247,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7530",95269.0619400000,209220.1498600000
"5224","983350",224.37,84.990000,670.571000,7.890,LEKESTRAAT   SCHAPERIJ,,,Lekestraat,,LEKESTRAAT   SCHAPERIJ,"24","8033",94724.5007560000,208157.8797400000
"5225","979232",14.39,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8065",94024.4660020000,208308.7402800000
"5226","987052",3074.89,0.000000,0.000000,,,,,,,SINT-JANS VELD,"12","6091",94221.6631400000,210995.3075100000
"5227","987031",700.58,134.090000,913.153000,6.810,,,,,Grasland,MOERSTRAAT,"15","5250",93975.0093980000,211266.2346800000
"5228","976331",3249.16,0.000000,0.000000,,WARME LANDEN,WARME LANDEN,geen uitspraak,,Grasland,WARME LANDEN,"26","7345",92437.1209560000,209305.4071500000
"5229","1071888",2273.37,183.790000,989.256000,5.383,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7590",95465.4315840000,208112.3916800000
"5230","980795",245.24,92.360000,723.179000,7.830,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7821",93568.0524910000,207759.9757400000
"5231","980369",438.74,0.000000,0.000000,,,,,,Aardappelen,VELDEKEN,"6","6050",91811.1938420000,207639.4574400000
"5232","987008",8244.83,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,DE WAAI,"13","6243",94792.1533300000,210831.0657400000
"5233","975790",166.17,83.620000,627.677000,7.506,WARME LANDEN,WARME LANDEN,geen uitspraak,,,WARME LANDEN,"26","7366",92322.5694670000,209049.8554100000
"5234","980483",193.90,88.510000,889.526000,10.050,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7823",94095.4399810000,207686.6101100000
"5235","1071689",40.22,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,Stationsstraat,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8060",94303.2182650000,208136.1748000000
"5236","982894",4337.09,71.050000,186.151000,2.620,,,,,,POKMOERE,"4","7315",94311.9824080000,206922.8201800000
"5237","981090",382.52,106.800000,909.936000,8.520,MOEIE,MOEIE,,,,MOEIE,"16","7934",93507.3788800000,208357.1443800000
"5238","978197",230.65,0.000000,0.000000,,,,,Bedrijventerrein uitbreiding Nieuwendorpe,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,NIJVERHEIDSKAAI WEST,"1","6406",91508.2939590000,208536.2097600000
"5239","974431",18.04,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","8033",93723.1671190000,208768.2438700000
"5240","981042",167.62,83.940000,827.648000,9.860,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7868",93559.7616490000,208106.9869900000
"5241","1071405",914.33,0.000000,0.000000,,GEMEENTEHUIS   KERKESTEE,,,,Voedergewassen,GEMEENTEHUIS   KERKESTEE,"28","7756",95002.9590360000,209028.7047800000
"5242","983928",776.19,776.360000,6997.454000,9.013,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8029",94488.8293660000,208055.0463500000
"5243","983030",242.78,0.000000,0.000000,,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7829",95035.2164830000,207654.3715800000
"5244","978649",3114.36,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","5615",92954.0571040000,206386.8419100000
"5245","975391",6619.82,0.000000,0.000000,,,,,,,BOTERHOEK,"14","4945",91814.6246090000,211975.1166900000
"5246","980982",201.74,77.760000,839.030000,10.790,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7821",93538.9039520000,207734.5752800000
"5247","977240",154.74,94.740000,1101.826000,11.630,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8022",94086.2998410000,208822.6747800000
"5248","977228",292.05,116.840000,1271.219000,10.880,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7943",94623.6292280000,208569.4732200000
"5249","982247",4490.48,0.000000,0.000000,,,,,Zeelaan - Kunstdal,,,,"6322",91125.9340500000,209826.9614900000
"5250","1071418",256.55,80.180000,655.872000,8.180,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7724",95039.5459520000,209115.0101400000
"5251","984961",605.90,188.700000,987.427000,5.233,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7776",95023.2894820000,208952.4867700000
"5252","984228",77.81,60.550000,572.197000,9.450,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8021",94621.2271180000,208075.7755100000
"5253","978479",707.20,103.700000,664.613000,6.409,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","7110",92138.5244210000,209236.6140900000
"5254","976993",904.36,199.020000,2103.641000,10.570,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8033",93892.6241950000,208773.6961600000
"5255","986069",5854.98,0.000000,0.000000,,,,,,Grasland,SINT-JANS VELD,"12","6885",93616.8946740000,210107.2746100000
"5256","977284",183.10,144.130000,928.465000,6.442,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7987",94126.8760820000,208829.1159500000
"5257","977839",270.38,129.900000,1683.504000,12.960,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7983",94067.6036520000,209071.2759500000
"5258","976018",281.75,87.990000,507.702000,5.770,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","6880",91679.9090940000,209546.0058700000
"5259","986096",990.43,0.000000,0.000000,,ZANDVLEUGE,,,,Aardappelen,SINT-JANS VELD,"12","7230",94122.4290880000,209900.8888800000
"5260","983599",14282.35,0.000000,0.000000,,LEKESTRAAT   SCHAPERIJ,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,OOSTVELD,"7","7559",95743.3164360000,207836.6192800000
"5261","974422",17.77,16.610000,40.362000,2.430,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","8033",93708.5314190000,208788.0300200000
"5262","983374",233.96,82.490000,640.947000,7.770,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8029",94712.1653070000,208220.3240500000
"5263","975757",277.46,80.720000,635.266000,7.870,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","7048",91960.7199430000,209529.2294500000
"5264","982420",111.66,113.320000,669.721000,5.910,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7910",94595.6849660000,208825.2574200000
"5265","983852",7332.86,0.000000,0.000000,,,,,,Grasland,OOSTVELD,"7","6842",96040.2871860000,207605.7501100000
"5266","1071435",1002.45,257.360000,1575.043000,6.120,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7822",94917.5600060000,209078.6207000000
"5267","981143",173.38,63.700000,475.839000,7.470,MOEIE,MOEIE,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,MOEIE,"16","7821",93506.3774350000,207908.1881700000
"5268","985288",159.48,85.590000,623.751000,7.288,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7396",95270.7236970000,209444.2670500000
"5269","978955",130.04,76.520000,560.126000,7.320,MOEIE,MOEIE,,,,MOEIE,"16","7832",93212.2330510000,208468.3927800000
"5270","984125",235.98,90.390000,634.167000,7.016,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7752",95208.5308410000,207830.2750500000
"5271","983426",55.88,156.220000,898.265000,5.750,,,,,,HOGE BOSSTRAAT,"3","7579",95432.7397540000,207615.9337900000
"5272","978813",390.36,701.350000,2945.670000,4.200,MOEIE,MOEIE,,Nieuwendorpe,,MOEIE,"16","7600",92945.5153810000,208576.7626300000
"5273","1071181",857.26,409.120000,4203.532000,10.275,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8051",94311.1923080000,208443.0006000000
"5274","980234",462.75,131.610000,805.453000,6.120,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7850",93649.0680380000,207941.8880000000
"5275","986909",2457.29,0.000000,0.000000,,,,,,Grasland,MOERSTRAAT,"15","5594",94095.2976440000,211250.9612100000
"5276","986035",6527.95,0.000000,0.000000,,ZANDVLEUGE,,,,Grasland,SINT-JANS VELD,"12","7169",93208.9823760000,209753.3537000000
"5277","980294",15.96,16.010000,39.705000,2.480,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7876",93335.1348470000,208983.8147300000
"5278","979091",12041.30,0.000000,0.000000,,MOEIE,MOEIE,,,Grasland,MOEIE,"16","7399",93159.8518870000,207955.1532200000
"5279","982560",109.10,73.900000,693.921000,9.390,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8018",93780.9636270000,208443.5590600000
"5280","975546",283.39,0.000000,0.000000,,BALGERHOEK,,,,,BALGERHOEK,"20","6215",90735.6183240000,210681.8780500000
"5281","984281",305.88,27.590000,71.182000,2.580,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","8036",94554.4676330000,208184.0295200000
"5282","979703",15.29,16.770000,43.099000,2.570,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7876",93319.2403620000,208987.3059800000
"5283","985721",525.79,107.640000,895.593000,8.320,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7923",94684.5659080000,208987.0773300000
"5284","986063",11984.89,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,SINT-JANS VELD,"12","7024",93836.1752450000,210023.1256600000
"5285","986075",4472.43,0.000000,0.000000,,,,,,Grasland,SINT-JANS VELD,"12","6667",93503.9996200000,210228.0399400000
"5286","983995",430.76,175.690000,861.536000,4.904,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,POKMOERE,"4","7333",94541.6002140000,207166.5661800000
"5287","978844",94.69,55.790000,420.684000,7.540,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7853",93209.0782960000,208843.9969000000
"5288","979517",1608.43,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VELDEKEN,"6","7367",93738.6780700000,207478.8391700000
"5289","975631",364.40,126.100000,576.470000,4.572,GALGENAKKER,,,,,GALGENAKKER,"22","7009",91897.3321780000,209681.4862500000
"5290","977018",571.91,30.520000,72.638000,2.380,ST JANSDREEF,,,,,ST JANSDREEF,"23","7244",92868.7269770000,209620.8623900000
"5291","983168",249.74,90.520000,961.322000,10.620,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8045",94374.7219830000,208010.2996300000
"5292","977226",2073.40,34.970000,89.523000,2.560,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8033",93951.8451380000,208701.4149500000
"5293","979948",16.18,0.000000,0.000000,,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","7964",94089.6546450000,207849.8900900000
"5294","985839",633.18,89.860000,789.869000,8.790,,,,,Grasland,VROMBOUTSTRAAT,"8","7042",95578.6062380000,209581.8049100000
"5295","1071736",706.71,137.740000,958.972000,6.962,GALGENAKKER,,,,,GALGENAKKER,"22","6786",91688.0522730000,208779.9678700000
"5296","980349",2215.56,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","6222",93040.9234280000,207168.2809600000
"5297","984105",255.86,72.790000,407.624000,5.600,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7937",94932.8029210000,207852.8200700000
"5298","980728",161.64,60.130000,637.979000,10.610,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8045",94310.2603710000,208067.2942900000
"5299","977967",45.28,29.270000,264.308000,9.030,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","8033",93965.7599930000,208893.2988600000
"5300","977646",1189.87,48.710000,170.972000,3.510,ST JANSDREEF,,,,,ST JANSDREEF,"23","7429",92902.6186360000,209485.8812700000
"5301","977509",955.30,217.790000,1367.210000,6.278,KERKSTRAAT   ROZE,KERKSTRAAT   ROZE,,,,KERKSTRAAT   ROZE,"25","7907",94348.8274570000,209198.9782400000
"5302","1071426",769.37,178.510000,1120.454000,6.277,GEMEENTEHUIS   KERKESTEE,,,,,GEMEENTEHUIS   KERKESTEE,"28","7837",94977.1309730000,208960.6513800000
"5303","984073",155.86,80.820000,569.344000,7.045,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7937",94984.7901020000,207705.2549300000
"5304","982983",226.80,82.340000,652.956000,7.930,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7779",95164.6639420000,207622.1625100000
"5305","984057",366.78,148.320000,1265.170000,8.530,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7937",94957.2832350000,207741.3935800000
"5306","985944",142.86,0.000000,0.000000,,,,,,Aardappelen,DE WAAI,"13","5458",95901.1762850000,211136.3723200000
"5307","976168",73.18,73.180000,234.908000,3.210,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","6789",91564.7226410000,209495.5391600000
"5308","984596",2452.40,0.000000,0.000000,,,,,,MaÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¯s,VROMBAUT,"9","7112",95615.4444520000,209244.7607900000
"5309","973888",207.92,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7910",93743.2808710000,209258.3492100000
"5310","980013",130.10,25.240000,64.614000,2.560,ZUIDMOERSTRAAT GENTSESTEENWEG,ZUIDMOERSTRAAT GENTSESTEENWEG,,,,ZUIDMOERSTRAAT GENTSESTEENWEG,"19","8031",94273.5889510000,207915.7047400000
"5311","976594",356.57,88.360000,636.091000,7.199,GALGENAKKER,,bebouwd,,,GALGENAKKER,"22","7093",91948.9596770000,209472.3055700000
"5312","977013",2.08,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7706",93205.0878120000,209337.1288400000
"5313","974171",53.34,0.000000,0.000000,,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","7950",93831.6641690000,209163.8684800000
"5314","983295",406.45,15.470000,0.000000,0.000,LEKESTRAAT   SCHAPERIJ,,,,,LEKESTRAAT   SCHAPERIJ,"24","7823",95127.3292780000,207922.4508600000
"5315","976286",245.46,76.150000,612.246000,8.040,WARME LANDEN,WARME LANDEN,,,,WARME LANDEN,"26","7552",92868.7590770000,209299.5185700000
"5316","977430",110.06,110.300000,1222.124000,11.080,EEKLO CENTRUM,,,,,EEKLO CENTRUM,"17","8033",93851.5976300000,208705.5041300000
"5317","974139",32.33,83.840000,607.002000,7.240,MOLENSTRAAT,,,,,MOLENSTRAAT,"27","8013",93937.8951460000,208998.1865700000
"5318","984842",1297.19,176.440000,933.620000,5.291,,,,,Grasland,OOSTVELDSTRAAT,"2","7084",96176.6987770000,208366.5619700000
"5319","979515",2803.12,0.000000,0.000000,,,,,,Grasland,VELDEKEN,"6","7589",93817.9043920000,207533.8248700000
